,prob
n01663782_2272,0.9620427489280701
n01663782_2273,0.9332373142242432
n01663782_2275,0.9834180474281311
n01663782_228,0.9945014715194702
n01663782_229,0.9966957569122314
n01663782_2290,0.9860690832138062
n01663782_230,0.9947497248649597
n01663782_2303,0.9741179347038269
n01663782_2312,0.9970300197601318
n01663782_232,0.9916189908981323
n01663782_2330,0.9507105946540833
n01663782_2331,0.9859527349472046
n01663782_2336,0.9870993494987488
n01663782_234,0.9871642589569092
n01663782_2349,0.8948140740394592
n01663782_2352,0.9602417945861816
n01663782_236,0.9955624341964722
n01663782_2364,0.9893710613250732
n01663782_2366,0.9744841456413269
n01663782_237,0.9907258152961731
n01663782_2377,0.9910699129104614
n01663782_2378,0.9878886342048645
n01663782_2398,0.993290901184082
n01663782_2427,0.9822153449058533
n01663782_2428,0.9957388639450073
n01663782_2431,0.9968472123146057
n01663782_2439,0.9930940866470337
n01663782_244,0.6547195911407471
n01663782_2445,0.9908889532089233
n01663782_2471,0.9848317503929138
n01663782_2474,0.9812605381011963
n01663782_2482,0.9885285496711731
n01663782_2484,0.9592694640159607
n01663782_2487,0.8827544450759888
n01663782_250,0.9973249435424805
n01663782_2506,0.9447108507156372
n01663782_2510,0.9635541439056396
n01663782_2519,0.91508549451828
n01663782_2535,0.9289897084236145
n01663782_2536,0.9914398193359375
n01663782_2540,0.8084294199943542
n01663782_2546,0.5523693561553955
n01663782_2564,0.9794819951057434
n01663782_2568,0.988816499710083
n01663782_2570,0.9982743263244629
n01663782_2571,0.790027379989624
n01663782_2579,0.9968780279159546
n01663782_2587,0.9778810739517212
n01663782_2589,0.9913744330406189
n01663782_2595,0.9950005412101746
n01663782_2606,0.9623063206672668
n01663782_2613,0.9948373436927795
n01663782_2628,0.9675446152687073
n01663782_2632,0.4602319300174713
n01663782_2634,0.9931575655937195
n01663782_2637,0.9823880791664124
n01663782_2638,0.9969868063926697
n01663782_2652,0.9653840065002441
n01663782_2664,0.9947872161865234
n01663782_2672,0.8696324825286865
n01663782_2674,0.9920756816864014
n01663782_2685,0.9946428537368774
n01663782_2696,0.9745790362358093
n01663782_2703,0.9060270190238953
n01663782_2708,0.9974620342254639
n01663782_2709,0.8330817818641663
n01663782_2718,0.9956990480422974
n01663782_272,0.9786953330039978
n01663782_2731,0.9895729422569275
n01663782_2740,0.9961828589439392
n01663782_2749,0.9843165874481201
n01663782_2753,0.9968444108963013
n01663782_277,0.9932639598846436
n01663782_2782,0.7972860932350159
n01663782_28,0.9912542700767517
n01663782_2804,0.9574013352394104
n01663782_2817,0.9910240173339844
n01663782_2832,0.9925559163093567
n01663782_2835,0.979754626750946
n01663782_2845,0.974677324295044
n01663782_285,0.975138247013092
n01663782_2857,0.9861128926277161
n01663782_287,0.998216450214386
n01663782_2877,0.9819516539573669
n01663782_2887,0.9962588548660278
n01663782_2889,0.9969688057899475
n01663782_2892,0.9010176658630371
n01663782_2893,0.8825076818466187
n01663782_291,0.994121253490448
n01663782_2936,0.9913744330406189
n01663782_2986,0.9953802824020386
n01663782_2994,0.9981129169464111
n01663782_2996,0.9934710264205933
n01663782_300,0.9818253517150879
n01663782_302,0.99167400598526
n01663782_305,0.94704669713974
n01663782_306,0.9497951865196228
n01663782_307,0.9536213874816895
n01663782_3094,0.9944604635238647
n01663782_3108,0.4937523305416107
n01663782_312,0.9883790016174316
n01663782_3126,0.7030676603317261
n01663782_3130,0.9987782835960388
n01663782_3143,0.9085253477096558
n01663782_3151,0.9866353869438171
n01663782_32,0.998601496219635
n01663782_320,0.9932833909988403
n01663782_3206,0.9844063520431519
n01663782_3221,0.9969382286071777
n01663782_3238,0.8889145255088806
n01663782_325,0.9659134745597839
n01663782_3258,0.9976880550384521
n01663782_3265,0.9913811087608337
n01663782_3268,0.987575113773346
n01663782_327,0.49074041843414307
n01663782_3273,0.9987947940826416
n01663782_328,0.9958403706550598
n01663782_3297,0.9877957105636597
n01663782_3298,0.9967020153999329
n01663782_331,0.9716942310333252
n01663782_337,0.9979677796363831
n01663782_3388,0.9949285984039307
n01663782_34,0.9850403070449829
n01663782_3440,0.8336872458457947
n01663782_347,0.9938702583312988
n01663782_3478,0.991455078125
n01663782_349,0.2208905816078186
n01663782_3500,0.9948167204856873
n01663782_3516,0.9993324875831604
n01663782_3522,0.982236921787262
n01663782_3526,0.9946574568748474
n01663782_353,0.9798331260681152
n01663782_3533,0.9976546764373779
n01663782_3534,0.9986923336982727
n01663782_3535,0.9976166486740112
n01663782_3546,0.9355916976928711
n01663782_3551,0.9791558384895325
n01663782_3554,0.9939070343971252
n01663782_3558,0.9494635462760925
n01663782_3569,0.9557140469551086
n01663782_357,0.9584900140762329
n01663782_3573,0.9591978192329407
n01663782_3576,0.9495172500610352
n01663782_3578,0.9986699819564819
n01663782_3612,0.9651893973350525
n01663782_3620,0.9827422499656677
n01663782_3623,0.8934833407402039
n01663782_3632,0.994932234287262
n01663782_3636,0.9980241060256958
n01663782_3653,0.9966444969177246
n01663782_3677,0.9967517852783203
n01663782_3696,0.9833049774169922
n01663782_370,0.9910428524017334
n01663782_3717,0.9825253486633301
n01663782_3729,0.9803997278213501
n01663782_3753,0.9918364882469177
n01663782_3757,0.9941545128822327
n01663782_377,0.9745910167694092
n01663782_3770,0.99118971824646
n01663782_3795,0.9933454990386963
n01663782_3815,0.9798909425735474
n01663782_3834,0.97989422082901
n01663782_3866,0.9985771179199219
n01663782_3888,0.9811022877693176
n01663782_3889,0.9821677207946777
n01663782_389,0.9902967810630798
n01663782_3894,0.9791410565376282
n01663782_392,0.8816388845443726
n01663782_3932,0.9948956370353699
n01663782_3952,0.9952764511108398
n01663782_3961,0.999007523059845
n01663782_3962,0.9810722470283508
n01663782_3968,0.9946947693824768
n01663782_397,0.9928469061851501
n01663782_3989,0.9413581490516663
n01663782_3991,0.6355268955230713
n01663782_40,0.9929144382476807
n01663782_400,0.8728764653205872
n01663782_4011,0.9792261123657227
n01663782_4014,0.9936749339103699
n01663782_4025,0.9940868616104126
n01663782_4034,0.9728415012359619
n01663782_4036,0.9967159032821655
n01663782_4064,0.9967405200004578
n01663782_4076,0.9821898937225342
n01663782_4080,0.9911147356033325
n01663782_4085,0.8734923005104065
n01663782_4088,0.9943085312843323
n01663782_4089,0.9993526339530945
n01663782_411,0.9900836944580078
n01663782_4113,0.9536153674125671
n01663782_4124,0.9967663288116455
n01663782_4127,0.981135904788971
n01663782_4148,0.9453529119491577
n01663782_4155,0.9994958639144897
n01663782_4158,0.9914867877960205
n01663782_4170,0.9792129397392273
n01663782_4192,0.9566256403923035
n01663782_4196,0.9959079027175903
n01663782_4219,0.9696406722068787
n01663782_4227,0.9982500672340393
n01663782_4233,0.9923491477966309
n01663782_4237,0.9691380262374878
n01663782_4263,0.990149736404419
n01663782_4285,0.9476562738418579
n01663782_4288,0.9960241317749023
n01663782_4363,0.9337397813796997
n01663782_4371,0.9900437593460083
n01663782_438,0.9987903237342834
n01663782_4407,0.9270567893981934
n01663782_4411,0.9964773058891296
n01663782_4414,0.9877920746803284
n01663782_442,0.975437343120575
n01663782_4455,0.9937620759010315
n01663782_448,0.990268349647522
n01663782_4487,0.9965119957923889
n01663782_4488,0.9696823954582214
n01663782_449,0.8578465580940247
n01663782_4538,0.9736384749412537
n01663782_4543,0.9746984839439392
n01663782_4547,0.9982267022132874
n01663782_4573,0.9920348525047302
n01663782_4582,0.8053619265556335
n01663782_4592,0.994836688041687
n01663782_460,0.9937978386878967
n01663782_461,0.9975245594978333
n01663782_4629,0.9738170504570007
n01663782_4637,0.9929156303405762
n01663782_464,0.9961585402488708
n01663782_4673,0.9914002418518066
n01663782_4714,0.9189033508300781
n01663782_4747,0.9954985976219177
n01663782_477,0.9385627508163452
n01663782_4781,0.9964847564697266
n01663782_479,0.9875269532203674
n01663782_4793,0.9885929822921753
n01663782_48,0.9891706109046936
n01663782_4803,0.9907552599906921
n01663782_481,0.9536219835281372
n01663782_4819,0.9914632439613342
n01663782_4844,0.9953504800796509
n01663782_4845,0.8537557721138
n01663782_4855,0.9963371753692627
n01663782_4876,0.9970220923423767
n01663782_49,0.9688776731491089
n01663782_491,0.9891985058784485
n01663782_4943,0.9725086688995361
n01663782_4982,0.982490599155426
n01663782_5004,0.9897803068161011
n01663782_5018,0.9864060282707214
n01663782_5037,0.9172829985618591
n01663782_5051,0.9725631475448608
n01663782_5061,0.9710178971290588
n01663782_507,0.9250684976577759
n01663782_5071,0.9778009057044983
n01663782_5092,0.999300479888916
n01663782_5094,0.9922727346420288
n01663782_5110,0.9984500408172607
n01663782_5117,0.9914461374282837
n01663782_5120,0.9879369139671326
n01663782_5126,0.9610810875892639
n01663782_5147,0.9905877113342285
n01663782_5192,0.9714961647987366
n01663782_52,0.9512431621551514
n01663782_5203,0.9793176651000977
n01663782_521,0.9931972026824951
n01663782_5236,0.9930940866470337
n01663782_526,0.9928373694419861
n01663782_5298,0.9733973741531372
n01663782_531,0.9866563081741333
n01663782_532,0.9644628167152405
n01663782_5326,0.9917225241661072
n01663782_534,0.8882200717926025
n01663782_5385,0.9806596636772156
n01663782_5388,0.9526771306991577
n01663782_5417,0.9544776082038879
n01663782_5420,0.991323709487915
n01663782_5426,0.9781176447868347
n01663782_5438,0.9943045973777771
n01663782_544,0.9952011108398438
n01663782_5486,0.9975534081459045
n01663782_550,0.9616405963897705
n01663782_5522,0.9950646758079529
n01663782_5539,0.9737672805786133
n01663782_5544,0.9963153004646301
n01663782_5571,0.9990859031677246
n01663782_5605,0.965223491191864
n01663782_562,0.9636431336402893
n01663782_5632,0.9942050576210022
n01663782_564,0.9642529487609863
n01663782_5642,0.9649497270584106
n01663782_5648,0.9946526288986206
n01663782_5672,0.9953084588050842
n01663782_5697,0.9814968109130859
n01663782_5733,0.9378812909126282
n01663782_5749,0.9981365203857422
n01663782_5762,0.992577850818634
n01663782_5830,0.9681024551391602
n01663782_5839,0.9925770163536072
n01663782_5842,0.9973593354225159
n01663782_5844,0.9180455207824707
n01663782_5845,0.9972538352012634
n01663782_585,0.9982441663742065
n01663782_5868,0.9966860413551331
n01663782_5878,0.997582197189331
n01663782_5883,0.9841926693916321
n01663782_5885,0.966300904750824
n01663782_5903,0.9809482097625732
n01663782_592,0.2537429630756378
n01663782_5922,0.9977606534957886
n01663782_5927,0.979469895362854
n01663782_5928,0.9831193089485168
n01663782_5929,0.9983493089675903
n01663782_5936,0.9349534511566162
n01663782_5962,0.9909776449203491
n01663782_597,0.9927464127540588
n01663782_5971,0.9964469075202942
n01663782_5982,0.9810339212417603
n01663782_5986,0.9202951192855835
n01663782_5994,0.9981437921524048
n01663782_6012,0.9449965953826904
n01663782_6028,0.9939128756523132
n01663782_6046,0.9941290616989136
n01663782_6047,0.996360719203949
n01663782_6050,0.9811528921127319
n01663782_6060,0.9866806864738464
n01663782_6067,0.9463835954666138
n01663782_6078,0.9985389709472656
n01663782_6079,0.9922864437103271
n01663782_6090,0.9715186357498169
n01663782_6101,0.9957778453826904
n01663782_6103,0.9748318195343018
n01663782_6133,0.9832284450531006
n01663782_6144,0.9962571859359741
n01663782_6156,0.9935818910598755
n01663782_6157,0.9959100484848022
n01663782_6188,0.8987700343132019
n01663782_6203,0.9963480830192566
n01663782_6205,0.9846770763397217
n01663782_6225,0.9913913011550903
n01663782_6239,0.9990730285644531
n01663782_6253,0.9974439144134521
n01663782_6265,0.9552027583122253
n01663782_627,0.9899360537528992
n01663782_6280,0.9319971203804016
n01663782_6286,0.9998857975006104
n01663782_6318,0.9529276490211487
n01663782_6336,0.9979758858680725
n01663782_6342,0.990872859954834
n01663782_6350,0.9984215497970581
n01663782_6378,0.8954477310180664
n01663782_638,0.9978463649749756
n01663782_6392,0.9937424063682556
n01663782_640,0.9840552806854248
n01663782_6411,0.9875538349151611
n01663782_6412,0.9877365827560425
n01663782_6421,0.9661562442779541
n01663782_6425,0.9940314888954163
n01663782_6433,0.9972223043441772
n01663782_6438,0.9975813627243042
n01663782_645,0.9841161370277405
n01663782_6450,0.9861382842063904
n01663782_6452,0.9615213871002197
n01663782_6455,0.9761356115341187
n01663782_6469,0.9984478950500488
n01663782_6480,0.9742745161056519
n01663782_6532,0.9710839986801147
n01663782_6538,0.9957629442214966
n01663782_6541,0.9972966313362122
n01663782_6542,0.9958881735801697
n01663782_6552,0.9897410869598389
n01663782_6563,0.967336118221283
n01663782_6568,0.9970242381095886
n01663782_6572,0.9896054267883301
n01663782_6580,0.9922747015953064
n01663782_660,0.9959539175033569
n01663782_6633,0.9900891780853271
n01663782_6639,0.9960910677909851
n01663782_6645,0.8716893196105957
n01663782_6662,0.9954566955566406
n01663782_6669,0.9969348907470703
n01663782_6677,0.9875853061676025
n01663782_6691,0.9973630309104919
n01663782_67,0.9894391894340515
n01663782_6704,0.972521960735321
n01663782_6715,0.9879631996154785
n01663782_6716,0.9736093878746033
n01663782_6731,0.9925030469894409
n01663782_6739,0.9884859323501587
n01663782_6756,0.9964834451675415
n01663782_68,0.9934009909629822
n01663782_680,0.9692509174346924
n01663782_6829,0.9905677437782288
n01663782_684,0.9584164619445801
n01663782_6842,0.997802197933197
n01663782_6859,0.9955704808235168
n01663782_686,0.9840017557144165
n01663782_6870,0.9941349625587463
n01663782_6876,0.9994747042655945
n01663782_6882,0.9946500658988953
n01663782_6887,0.9600812196731567
n01663782_6893,0.9956839084625244
n01663782_6915,0.9808558821678162
n01663782_6920,0.9925610423088074
n01663782_693,0.9953113198280334
n01663782_6943,0.9983232617378235
n01663782_6945,0.9978293776512146
n01663782_695,0.9956005811691284
n01663782_6951,0.9632567167282104
n01663782_696,0.981988787651062
n01663782_6967,0.9046884775161743
n01663782_6972,0.9887823462486267
n01663782_6974,0.9938104748725891
n01663782_6975,0.9844725728034973
n01663782_699,0.9970845580101013
n01663782_7030,0.9943278431892395
n01663782_704,0.9880917072296143
n01663782_7041,0.9856033325195312
n01663782_7045,0.9447080492973328
n01663782_7071,0.9778150916099548
n01663782_7097,0.9954226613044739
n01663782_7099,0.9744901657104492
n01663782_713,0.9939921498298645
n01663782_7132,0.9959577918052673
n01663782_7159,0.9866654276847839
n01663782_7174,0.9788074493408203
n01663782_7179,0.989600419998169
n01663782_7189,0.9988499879837036
n01663782_7190,0.9813467264175415
n01663782_7193,0.9918960928916931
n01663782_72,0.9354099631309509
n01663782_7217,0.9936712980270386
n01663782_7227,0.9684330821037292
n01663782_7255,0.9112758040428162
n01663782_726,0.9814855456352234
n01663782_7266,0.9058061242103577
n01663782_7285,0.977666437625885
n01663782_7299,0.9969044327735901
n01663782_733,0.9909742474555969
n01663782_7331,0.9874095320701599
n01663782_7338,0.9992635846138
n01663782_7343,0.9979816675186157
n01663782_7360,0.9919494390487671
n01663782_7384,0.9958078861236572
n01663782_7387,0.9443448781967163
n01663782_7388,0.9094055891036987
n01663782_74,0.9764373898506165
n01663782_7405,0.9836128950119019
n01663782_7408,0.9766859412193298
n01663782_742,0.9949049949645996
n01663782_7435,0.9806426167488098
n01663782_7441,0.9902670979499817
n01663782_745,0.9982712268829346
n01663782_7456,0.9979641437530518
n01663782_7473,0.9827061891555786
n01663782_7502,0.9917507767677307
n01663782_751,0.9980360865592957
n01663782_7511,0.9954497218132019
n01663782_752,0.9769482612609863
n01663782_7537,0.9934728741645813
n01663782_7540,0.9912172555923462
n01663782_7603,0.9682444930076599
n01663782_7612,0.9988545179367065
n01663782_77,0.9973836541175842
n01663782_7749,0.9903231859207153
n01663782_7751,0.9650396108627319
n01663782_7753,0.9663654565811157
n01663782_7768,0.9892158508300781
n01663782_7809,0.5883161425590515
n01663782_7810,0.9631388187408447
n01663782_7822,0.9952071309089661
n01663782_7831,0.991663932800293
n01663782_7833,0.982700526714325
n01663782_784,0.5530874729156494
n01663782_7863,0.9969738721847534
n01663782_7951,0.9853644967079163
n01663782_7960,0.9644191265106201
n01663782_797,0.977836012840271
n01663782_800,0.9931458234786987
n01663782_8020,0.9976930022239685
n01663782_8036,0.9963184595108032
n01663782_806,0.9984515905380249
n01663782_8128,0.9936116337776184
n01663782_8137,0.9597470760345459
n01663782_814,0.9968283772468567
n01663782_8153,0.9963711500167847
n01663782_8196,0.9967901110649109
n01663782_8320,0.9904650449752808
n01663782_8321,0.9971264004707336
n01663782_8345,0.6011662483215332
n01663782_8403,0.9950568675994873
n01663782_844,0.8632528781890869
n01663782_848,0.8853501081466675
n01663782_8484,0.9670265316963196
n01663782_8505,0.9888196587562561
n01663782_8514,0.9956564903259277
n01663782_8542,0.9919038414955139
n01663782_8562,0.9982946515083313
n01663782_8566,0.9908111095428467
n01663782_86,0.9877967238426208
n01663782_8629,0.8720833659172058
n01663782_864,0.9943559765815735
n01663782_8647,0.996123731136322
n01663782_872,0.9937001466751099
n01663782_8733,0.9479047060012817
n01663782_8768,0.9651557803153992
n01663782_8967,0.9932634234428406
n01663782_898,0.9840012788772583
n01663782_8992,0.9880358576774597
n01663782_902,0.9879518151283264
n01663782_9021,0.9943521022796631
n01663782_9022,0.8321812152862549
n01663782_904,0.9907172322273254
n01663782_9105,0.9829061031341553
n01663782_9113,0.9845020174980164
n01663782_914,0.9508574604988098
n01663782_917,0.9926332831382751
n01663782_9237,0.9888836741447449
n01663782_9285,0.9534568786621094
n01663782_9321,0.9711726903915405
n01663782_9367,0.9873599410057068
n01663782_9395,0.9920631051063538
n01663782_94,0.9906084537506104
n01663782_941,0.9913964867591858
n01663782_947,0.9795406460762024
n01663782_9470,0.9509301781654358
n01663782_955,0.891351044178009
n01663782_9562,0.9888840913772583
n01663782_9599,0.9538010954856873
n01663782_9752,0.7871605753898621
n01663782_9831,0.9935872554779053
n01663782_9844,0.9906017780303955
n01663782_986,0.9907675385475159
n01663782_9891,0.9899980425834656
n01663782_990,0.853117048740387
n01663782_9955,0.9945964217185974
n01663782_9959,0.3729022741317749
n01664065_10044,0.9641280174255371
n01664065_10058,0.9697819352149963
n01664065_10075,0.987922728061676
n01664065_1008,0.8605996966362
n01664065_10096,0.9975342750549316
n01664065_10099,0.9893664717674255
n01664065_10103,0.8761963248252869
n01664065_10126,0.9824474453926086
n01664065_10181,0.9838608503341675
n01664065_10183,0.9887984395027161
n01664065_10187,0.9971188306808472
n01664065_10214,0.930228590965271
n01664065_10238,0.9933723211288452
n01664065_1024,0.9888033270835876
n01664065_10285,0.9919961094856262
n01664065_10340,0.997096061706543
n01664065_10359,0.9664431810379028
n01664065_10372,0.9770694375038147
n01664065_10373,0.9738132953643799
n01664065_10395,0.9970381259918213
n01664065_10428,0.9100741147994995
n01664065_10569,0.9834963083267212
n01664065_10572,0.9835509657859802
n01664065_10613,0.9816363453865051
n01664065_10625,0.976030707359314
n01664065_10638,0.9761186242103577
n01664065_1064,0.9834645986557007
n01664065_10726,0.9973809123039246
n01664065_10727,0.9962748289108276
n01664065_1076,0.962561309337616
n01664065_10788,0.9830541014671326
n01664065_10869,0.9830920100212097
n01664065_10873,0.9916893243789673
n01664065_10905,0.9685636758804321
n01664065_10910,0.9738551378250122
n01664065_10950,0.9748228788375854
n01664065_10979,0.9950343370437622
n01664065_10982,0.8516165614128113
n01664065_10985,0.98663330078125
n01664065_10987,0.9741727113723755
n01664065_1099,0.9837252497673035
n01664065_11058,0.9938540458679199
n01664065_11082,0.9636061787605286
n01664065_11107,0.9221505522727966
n01664065_11118,0.98609459400177
n01664065_11131,0.994385838508606
n01664065_11158,0.9704552292823792
n01664065_11276,0.9191230535507202
n01664065_11277,0.9756875038146973
n01664065_1128,0.992720901966095
n01664065_11288,0.9868420958518982
n01664065_11293,0.9890013933181763
n01664065_1130,0.9891607165336609
n01664065_1132,0.9922128319740295
n01664065_11375,0.9617243409156799
n01664065_11399,0.9899888038635254
n01664065_11434,0.9848900437355042
n01664065_11459,0.9722345471382141
n01664065_11515,0.9030292630195618
n01664065_1153,0.9945691823959351
n01664065_11532,0.9869920015335083
n01664065_11544,0.8244225382804871
n01664065_11570,0.9744122624397278
n01664065_11629,0.9656568765640259
n01664065_1164,0.9330447912216187
n01664065_11705,0.9926613569259644
n01664065_11726,0.9845917224884033
n01664065_11746,0.9884536862373352
n01664065_11748,0.9306008219718933
n01664065_11838,0.9682378172874451
n01664065_1188,0.8507288098335266
n01664065_11912,0.8764950633049011
n01664065_11915,0.8889601826667786
n01664065_1194,0.9584906697273254
n01664065_11986,0.9947652816772461
n01664065_1200,0.9550613760948181
n01664065_12075,0.9881424307823181
n01664065_12122,0.9896433353424072
n01664065_12158,0.8734163641929626
n01664065_12169,0.9962136149406433
n01664065_12232,0.9810886383056641
n01664065_12247,0.986361026763916
n01664065_1226,0.9932093024253845
n01664065_1228,0.9589530825614929
n01664065_1229,0.9883558750152588
n01664065_12330,0.9932971596717834
n01664065_12356,0.9880402684211731
n01664065_12374,0.9879597425460815
n01664065_12382,0.9917910099029541
n01664065_12383,0.9870332479476929
n01664065_12386,0.9974295496940613
n01664065_12397,0.9642238616943359
n01664065_12411,0.8995904326438904
n01664065_1243,0.9957169890403748
n01664065_12481,0.9000658392906189
n01664065_12501,0.9740766882896423
n01664065_12510,0.9979065656661987
n01664065_12548,0.9816182255744934
n01664065_12563,0.9799679517745972
n01664065_1257,0.9621657133102417
n01664065_12612,0.9931073784828186
n01664065_12616,0.9611636996269226
n01664065_12641,0.9320031404495239
n01664065_1265,0.9945270419120789
n01664065_12810,0.9957945346832275
n01664065_12835,0.9823004603385925
n01664065_12844,0.9697592854499817
n01664065_12854,0.9953404664993286
n01664065_12929,0.9472248554229736
n01664065_13000,0.9941586256027222
n01664065_13012,0.9520565271377563
n01664065_13024,0.9825396537780762
n01664065_13093,0.9976589679718018
n01664065_13109,0.9711971879005432
n01664065_13117,0.9926635026931763
n01664065_13249,0.9496716260910034
